,x1,T,G
156,0.0,1027.2,-0.42483395098666143
157,0.03125,1027.2,-0.34470034910678143
158,0.0625,1027.2,-0.20213337558438654
159,0.0,1046.9,-0.43525221123346397
160,0.03125,1046.9,-0.3571329112841047
161,0.0625,1046.9,-0.2170583326250289
162,0.0,1066.7,-0.4458789456938827
163,0.03125,1066.7,-0.36980304184825213
164,0.0625,1066.7,-0.23222624613321013
165,0.0,1086.4,-0.4567302063977093
166,0.03125,1086.4,-0.3827040289741256
167,0.0625,1086.4,-0.2476036672479573
168,0.0,1106.2,-0.46779514473059036
169,0.03125,1106.2,-0.3958429657590994
170,0.0625,1106.2,-0.26322200247765914
171,0.0,1125.9,-0.4790867792533726
172,0.03125,1125.9,-0.40921000640177
173,0.0625,1125.9,-0.2790451185841801
174,0.0,1145.7,-0.4905954322132778
175,0.03125,1145.7,-0.4228148693895145
176,0.0625,1145.7,-0.29510696156551475
177,0.0,1165.4,-0.5023315682985496
178,0.03125,1165.4,-0.4366445711082269
179,0.0625,1165.4,-0.31136877447550204
180,0.0,1185.2,-0.5142878878424538
181,0.03125,1185.2,-0.45071151206942206
182,0.0625,1185.2,-0.32786712084723696
183,0.0,1204.9,-0.5264712928449445
184,0.03125,1204.9,-0.46499963224136687
185,0.0625,1204.9,-0.3445604931988174
186,0.0,1224.7,-0.5388770313609772
187,0.03125,1224.7,-0.4795240477614425
188,0.0625,1224.7,-0.3614881711844833
189,0.0,1244.4,-0.5515086933397296
190,0.03125,1244.4,-0.4942656547500503
191,0.0625,1244.4,-0.3786059269649191
192,0.0,1264.2,-0.5643642115354702
193,0.03125,1264.2,-0.5092423305061238
194,0.0625,1264.2,-0.39595565877901223
195,0.0,1284.0,-0.5774444488652837
196,0.03125,1284.0,-0.5244433804340132
197,0.0625,1284.0,-0.41351401567218593
198,0.0,1303.7,-0.59074765219067
199,0.03125,1303.7,-0.5398550925789762
200,0.0625,1303.7,-0.43125499402054557
201,0.0,1323.5,-0.60427560587973
202,0.03125,1323.5,-0.5554996339726977
203,0.0625,1323.5,-0.44922435414946693
204,0.0,1343.2,-0.6180239177349938
205,0.03125,1343.2,-0.5713502259894505
206,0.0625,1343.2,-0.4673714089878327
207,0.0,1363.0,-0.6319970344672855
208,0.03125,1363.0,-0.5874318768885632
209,0.0625,1363.0,-0.48574437494227884
210,0.0,1382.7,-0.6461873098230427
211,0.03125,1382.7,-0.6037148961733405
212,0.0625,1382.7,-0.5042899946084933
213,0.0,1402.5,-0.6606019072906489
214,0.03125,1402.5,-0.6202269766783252
215,0.0625,1402.5,-0.5230591044961179
216,0.0,1422.2,-0.6752302056554399
217,0.03125,1422.2,-0.6369355587984405
218,0.0625,1422.2,-0.5419958531473353
219,0.0,1442.0,-0.6900823731206575
220,0.03125,1442.0,-0.6538711983492748
221,0.0625,1442.0,-0.5611535449342572
222,0.0,1461.7,-0.7051440971388494
223,0.03125,1461.7,-0.6709983240888715
224,0.0625,1461.7,-0.5804738379466439
225,0.0,1481.5,-0.720428824431744
226,0.03125,1481.5,-0.6883503383948045
227,0.0625,1481.5,-0.6000125676736472
228,0.0,1501.2,-0.7359190888532008
229,0.03125,1501.2,-0.7058887680045197
230,0.0625,1501.2,-0.6197088513807875
231,0.0,1521.0,-0.7516306273307799
232,0.03125,1521.0,-0.7236497767416573
233,0.0625,1521.0,-0.6396209598275225
234,0.0,1540.7,-0.7675438615754212
235,0.03125,1540.7,-0.7415921634915412
236,0.0625,1540.7,-0.6596856400099681
237,0.0,1560.5,-0.7836768200107879
238,0.03125,1560.5,-0.7597547006446026
239,0.0625,1560.5,-0.6799634995886695
240,0.0,1580.2,-0.8000066070280355
241,0.03125,1580.2,-0.7780934790863507
242,0.0625,1580.2,-0.7003889316300242
243,0.0,1600.0,-0.8165545349053733
244,0.03125,1600.0,-0.7966499724077905
245,0.0625,1600.0,-0.7210248425754557
